 point             x              y          zone  nugget  sill           a         hanis     bearing
 POR_9_1          1522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 POR_9_2          2522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_3          3522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_4          4522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_5          5522.302       8725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_6          6522.302       8725.879       1  0.0     1.0           1353.553   1.0       0.0
 POR_9_7          1522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_8          2522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_9          3522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_10         4522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_11         5522.302       7725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_12         6522.302       7725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_13         1522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_14         2522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_15         3522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_16         4522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_17         5522.302       6725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_18         6522.302       6725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_19         1522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_20         2522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_21         3522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_22         4522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_23         5522.302       5725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_24         6522.302       5725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_25         1522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_26         2522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_27         3522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_28         4522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_29         5522.302       4725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_30         6522.302       4725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_31         1522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_32         2522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_33         3522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_34         4522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_35         5522.302       3725.879       1  0.0     1.0           1000.000   1.0       0.0
 POR_9_36         6522.302       3725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_37         1522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
 POR_9_38         2522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_39         3522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_40         4522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_41         5522.302       2725.879       1  0.0     1.0           1103.553   1.0       0.0
 POR_9_42         6522.302       2725.879       1  0.0     1.0           1353.553   1.0       0.0
